total_score,technology_score,experience_score,company_score,role_score,match_level,required_skills,preferred_skills,technologies_mentioned,experience_requirement,location,remote_friendly,company_type,application_recommendation,reasoning,skill_gaps,growth_potential,job_title,company_name,job_url,processed_at,should_apply,fallback_used
30,12.0,10,5,3.0,poor,,,,,,,,avoid,Fallback scoring due to API error,,,Data Engineer,Accenture,,1753043948.5085933,False,True
30,12.0,10,5,3.0,poor,,,,,,,,avoid,Fallback scoring due to API error,,,Data Engineer - DBT (Data Build Tool),Leading Client,,1753043952.4988508,False,True
30,12.0,10,5,3.0,poor,,,,,,,,avoid,Fallback scoring due to API error,,,Backend Data Engineer,IBM,,1753043956.5043628,False,True
30,12.0,10,5,3.0,poor,,,,,,,,avoid,Fallback scoring due to API error,,,Data Engineer,database designdata modelinggcpdesign principlesbigqueryhivepythondata processing,,1753043960.5084107,False,True
30,12.0,10,5,3.0,poor,,,,,,,,avoid,Fallback scoring due to API error,,,Data Engineer,Wits Innovation Lab,,1753043964.5086222,False,True
30,12.0,10,5,3.0,poor,,,,,,,,avoid,Fallback scoring due to API error,,,Data Engineer,Kinara Capital,,1753043968.5086012,False,True
30,12.0,10,5,3.0,poor,,,,,,,,avoid,Fallback scoring due to API error,,,Data Engineer,Accolite Software India Pvt Ltd,,1753043972.5093017,False,True
30,12.0,10,5,3.0,poor,,,,,,,,avoid,Fallback scoring due to API error,,,Data Engineer,Clifyx Technology,,1753043976.5185404,False,True
30,12.0,10,5,3.0,poor,,,,,,,,avoid,Fallback scoring due to API error,,,Data Engineer,Neal Analytics,,1753043980.5086005,False,True
30,12.0,10,5,3.0,poor,,,,,,,,avoid,Fallback scoring due to API error,,,Data Engineer,Fractal Analytics,,1753043984.5085635,False,True
30,12.0,10,5,3.0,poor,,,,,,,,avoid,Fallback scoring due to API error,,,Data Engineer,Virtusa,,1753043988.5089345,False,True
30,12.0,10,5,3.0,poor,,,,,,,,avoid,Fallback scoring due to API error,,,Data Engineer,Accenture,,1753043992.5184238,False,True
5,2.0,10,5,0.5,poor,,,,,,,,avoid,Fallback scoring due to API error,,,Python Developer,Travitons Technologies,,1753044009.943316,False,True
5,2.0,10,5,0.5,poor,,,,,,,,avoid,Fallback scoring due to API error,,,Python Developer,Indian Cyber Security Solutions,,1753044013.928398,False,True
5,2.0,10,5,0.5,poor,,,,,,,,avoid,Fallback scoring due to API error,,,Python Developer-PAN INDIA_RA,Infosys,,1753044017.9784477,False,True
25,10.0,10,5,2.5,poor,,,,,,,,avoid,Fallback scoring due to API error,,,Python Developer (Mid-Level),Soul Ai,,1753044021.9434588,False,True
5,2.0,10,5,0.5,poor,,,,,,,,avoid,Fallback scoring due to API error,,,Python Developer,Millennium Management,,1753044025.9625778,False,True
5,2.0,10,5,0.5,poor,,,,,,,,avoid,Fallback scoring due to API error,,,python developer,Techno Facts Solutions,,1753044029.9481552,False,True
5,2.0,10,5,0.5,poor,,,,,,,,avoid,Fallback scoring due to API error,,,Python Software Developer,Cloudxtreme,,1753044033.9482813,False,True
5,2.0,10,5,0.5,poor,,,,,,,,avoid,Fallback scoring due to API error,,,Python Developer -ENG - Infosys@ PAN India,Infosys,,1753044037.9488409,False,True
5,2.0,10,5,0.5,poor,,,,,,,,avoid,Fallback scoring due to API error,,,Python Developer,Prolegion,,1753044041.9583228,False,True
5,2.0,10,5,0.5,poor,,,,,,,,avoid,Fallback scoring due to API error,,,Python Developer,Rvr Innovations,,1753044045.948571,False,True
5,2.0,10,5,0.5,poor,,,,,,,,avoid,Fallback scoring due to API error,,,Developer - Python,Wipro,,1753044049.9583902,False,True
5,2.0,10,5,0.5,poor,,,,,,,,avoid,Fallback scoring due to API error,,,Python Developer@Infosys,Infosys,,1753044053.9485645,False,True
5,2.0,10,5,0.5,poor,,,,,,,,avoid,Fallback scoring due to API error,,,Python Developer,Aparajitha Corporate Services,,1753044057.9584448,False,True
5,2.0,10,5,0.5,poor,,,,,,,,avoid,Fallback scoring due to API error,,,Python Software Developer-AB Pan India,Infosys,,1753044061.9587414,False,True
5,2.0,10,5,0.5,poor,,,,,,,,avoid,Fallback scoring due to API error,,,Python Developer,Infosys,,1753044065.963011,False,True
5,2.0,10,5,0.5,poor,,,,,,,,avoid,Fallback scoring due to API error,,,Python Developer,Uplers,,1753044069.9594102,False,True
5,2.0,10,5,0.5,poor,,,,,,,,avoid,Fallback scoring due to API error,,,Python Developer,Global Information Systems Technology (GIST),,1753044073.9603038,False,True
5,2.0,10,5,0.5,poor,,,,,,,,avoid,Fallback scoring due to API error,,,Python Developers,7hills Technology Services,,1753044077.958603,False,True
5,2.0,10,5,0.5,poor,,,,,,,,avoid,Fallback scoring due to API error,,,Python Developer -AB-Pan India,Infosys,,1753044081.9924104,False,True
5,2.0,10,5,0.5,poor,,,,,,,,avoid,Fallback scoring due to API error,,,python developer,Techno Facts Solutions,,1753044085.9587274,False,True
5,2.0,10,5,0.5,poor,,,,,,,,avoid,Fallback scoring due to API error,,,Python Developer,IQVIA,,1753044098.9985254,False,True
5,2.0,10,5,0.5,poor,,,,,,,,avoid,Fallback scoring due to API error,,,Python Developer,Xcel Hires Managment Solutions Pvt Ltd,,1753044102.998604,False,True
5,2.0,10,5,0.5,poor,,,,,,,,avoid,Fallback scoring due to API error,,,Python Developer,Bottle Lab Technologies,,1753044106.9984155,False,True
5,2.0,10,5,0.5,poor,,,,,,,,avoid,Fallback scoring due to API error,,,Software Developer: Python & JavaScript,IBM,,1753044110.998469,False,True
5,2.0,10,5,0.5,poor,,,,,,,,avoid,Fallback scoring due to API error,,,Python GITLAB CI CD Jenkins developer,Harman International,,1753044114.9981556,False,True
5,2.0,10,5,0.5,poor,,,,,,,,avoid,Fallback scoring due to API error,,,Python Software Developer,Techno Facts Solutions,,1753044118.9984226,False,True
5,2.0,10,5,0.5,poor,,,,,,,,avoid,Fallback scoring due to API error,,,Python Software Developer,Foxconn,,1753044123.0087569,False,True
5,2.0,10,5,0.5,poor,,,,,,,,avoid,Fallback scoring due to API error,,,Python Software Developer,Helios Placement Solution,,1753044127.1086628,False,True
5,2.0,10,5,0.5,poor,,,,,,,,avoid,Fallback scoring due to API error,,,Python ML developer,Infosys,,1753044131.0080576,False,True
5,2.0,10,5,0.5,poor,,,,,,,,avoid,Fallback scoring due to API error,,,Python Developer,MWB Technologies,,1753044134.9982324,False,True
5,2.0,10,5,0.5,poor,,,,,,,,avoid,Fallback scoring due to API error,,,Python Developer,Synergyworks,,1753044139.0128462,False,True
5,2.0,10,5,0.5,poor,,,,,,,,avoid,Fallback scoring due to API error,,,"Python Software Developer-AB-Bengaluru,Chennai,Chandigarh",Infosys,,1753044143.016848,False,True
5,2.0,10,5,0.5,poor,,,,,,,,avoid,Fallback scoring due to API error,,,Python Software Developer,Exotel,,1753044147.0087695,False,True
5,2.0,10,5,0.5,poor,,,,,,,,avoid,Fallback scoring due to API error,,,Python Developer,The It Mind Services,,1753044151.0082908,False,True
5,2.0,10,5,0.5,poor,,,,,,,,avoid,Fallback scoring due to API error,,,PYTHON DEVELOPER,Contingent Professionals,,1753044155.0181582,False,True
5,2.0,10,5,0.5,poor,,,,,,,,avoid,Fallback scoring due to API error,,,Python Developer,Weboccult Technologies,,1753044159.008327,False,True
5,2.0,10,5,0.5,poor,,,,,,,,avoid,Fallback scoring due to API error,,,Python developer,Riveredge Analytics,,1753044163.009558,False,True
5,2.0,10,5,0.5,poor,,,,,,,,avoid,Fallback scoring due to API error,,,PYTHON DEVELOPER,Intelgic Technologies,,1753044167.017557,False,True
5,2.0,10,5,0.5,poor,,,,,,,,avoid,Fallback scoring due to API error,,,Python Developer,TalentWell Solutions,,1753044171.0281045,False,True
5,2.0,10,5,0.5,poor,,,,,,,,avoid,Fallback scoring due to API error,,,Python Developer,Virtualware Innovations,,1753044175.0183454,False,True
5,2.0,10,5,0.5,poor,,,,,,,,avoid,Fallback scoring due to API error,,,Python Developer,Perfios Software Solutions,,1753044187.0488858,False,True
5,2.0,10,5,0.5,poor,,,,,,,,avoid,Fallback scoring due to API error,,,Python Developers,Aegis Softtech,,1753044191.048332,False,True
5,2.0,10,5,0.5,poor,,,,,,,,avoid,Fallback scoring due to API error,,,Python Developer / Engineers,Blue Rose Technologies,,1753044195.05335,False,True
5,2.0,10,5,0.5,poor,,,,,,,,avoid,Fallback scoring due to API error,,,Python Developer,Diverse Lynx,,1753044199.0484836,False,True
5,2.0,10,5,0.5,poor,,,,,,,,avoid,Fallback scoring due to API error,,,Python Developer,S&P Global Market Intelligence,,1753044203.0583932,False,True
5,2.0,10,5,0.5,poor,,,,,,,,avoid,Fallback scoring due to API error,,,Python Developer,Persistent,,1753044207.0586762,False,True
5,2.0,10,5,0.5,poor,,,,,,,,avoid,Fallback scoring due to API error,,,Python Developer,Triad Square Infotec Pvt Ltd is looking for Python Developer to join our dynamic team a...,,1753044211.0585861,False,True
5,2.0,10,5,0.5,poor,,,,,,,,avoid,Fallback scoring due to API error,,,Python Developer,IDrive Software India Pvt Ltd,,1753044215.0482972,False,True
5,2.0,10,5,0.5,poor,,,,,,,,avoid,Fallback scoring due to API error,,,Python Developer,Diverse Lynx,,1753044219.0686939,False,True
5,2.0,10,5,0.5,poor,,,,,,,,avoid,Fallback scoring due to API error,,,Python Developer,Hunter Tech Ventures Pvt Ltd is looking for Python Developer to join our dynamic team a...,,1753044223.0655146,False,True
5,2.0,10,5,0.5,poor,,,,,,,,avoid,Fallback scoring due to API error,,,Python Developer,Ssms,,1753044227.0585597,False,True
5,2.0,10,5,0.5,poor,,,,,,,,avoid,Fallback scoring due to API error,,,Python Developer,Aritha,,1753044231.0685394,False,True
5,2.0,10,5,0.5,poor,,,,,,,,avoid,Fallback scoring due to API error,,,Python developer,Infosys,,1753044235.0880907,False,True
5,2.0,10,5,0.5,poor,,,,,,,,avoid,Fallback scoring due to API error,,,Python Developer,Uplers,,1753044239.058451,False,True
5,2.0,10,5,0.5,poor,,,,,,,,avoid,Fallback scoring due to API error,,,Serverless Architecture + Python Developer,Sportism,,1753044243.058334,False,True
5,2.0,10,5,0.5,poor,,,,,,,,avoid,Fallback scoring due to API error,,,Python Developer,Mirafra,,1753044247.0651681,False,True
5,2.0,10,5,0.5,poor,,,,,,,,avoid,Fallback scoring due to API error,,,Python Developer,Pegasus Knowledge Solutions (PKSI),,1753044251.0584834,False,True
5,2.0,10,5,0.5,poor,,,,,,,,avoid,Fallback scoring due to API error,,,Python developer,Post productionProduction supportLinuxRisk controlFixed incomeTrade supportRisk managementMonitoring,,1753044255.0683668,False,True
5,2.0,10,5,0.5,poor,,,,,,,,avoid,Fallback scoring due to API error,,,Python Developer,Mahiti Infotech,,1753044259.0687008,False,True
5,2.0,10,5,0.5,poor,,,,,,,,avoid,Fallback scoring due to API error,,,Python Developer,Pradeepit Consulting Services,,1753044263.0684893,False,True
30,12.0,10,5,3.0,poor,,,,,,,,avoid,Fallback scoring due to API error,,,ETL Developer,Guidewire Software,,1753044279.5512416,False,True
30,12.0,10,5,3.0,poor,,,,,,,,avoid,Fallback scoring due to API error,,,ETL Developer,Evnek,,1753044283.5385456,False,True
30,12.0,10,5,3.0,poor,,,,,,,,avoid,Fallback scoring due to API error,,,ETL Developer and ETL Testing,mspring infotech,,1753044287.5553365,False,True
30,12.0,10,5,3.0,poor,,,,,,,,avoid,Fallback scoring due to API error,,,ETL Developer,Clifyx Technology,,1753044291.549794,False,True
30,12.0,10,5,3.0,poor,,,,,,,,avoid,Fallback scoring due to API error,,,ETL Developer,Pradeepit Consulting Services,,1753044295.5562046,False,True
30,12.0,10,5,3.0,poor,,,,,,,,avoid,Fallback scoring due to API error,,,ETL Developer,Scalein,,1753044299.5479765,False,True
30,12.0,10,5,3.0,poor,,,,,,,,avoid,Fallback scoring due to API error,,,ETL Developer,ALLEGIS GLOBAL SOLUTION,,1753044303.5560532,False,True
30,12.0,10,5,3.0,poor,,,,,,,,avoid,Fallback scoring due to API error,,,Etl Developer,Wissen Infotech,,1753044307.5499032,False,True
30,12.0,10,5,3.0,poor,,,,,,,,avoid,Fallback scoring due to API error,,,Etl Developer,Exathought,,1753044311.5559661,False,True
30,12.0,10,5,3.0,poor,,,,,,,,avoid,Fallback scoring due to API error,,,ETL Developer,ACL Digital,,1753044315.5594747,False,True
30,12.0,10,5,3.0,poor,,,,,,,,avoid,Fallback scoring due to API error,,,Etl Developer,Wissen Infotech,,1753044319.5562956,False,True
30,12.0,10,5,3.0,poor,,,,,,,,avoid,Fallback scoring due to API error,,,Etl Developer - Snaplogic,Leading Client,,1753044323.5597625,False,True
30,12.0,10,5,3.0,poor,,,,,,,,avoid,Fallback scoring due to API error,,,ETL Developer Snap Logic,Leading Client,,1753044327.5616243,False,True
30,12.0,10,5,3.0,poor,,,,,,,,avoid,Fallback scoring due to API error,,,ETL Developer Snap Logic,"Proven experience with SnapLogic, including API builds and agent functionalityExperienc...",,1753044331.5683377,False,True
35,14.0,10,5,3.5,poor,,,,,,,,avoid,Fallback scoring due to API error,,,"ETL Developer|Sybase,Python|Bangalore|12month Contract|",Fortune Global 500 MNC in Financial Services,,1753044335.558383,False,True
35,14.0,10,5,3.5,poor,,,,,,,,avoid,Fallback scoring due to API error,,,DB ETL Developer(Python**)|Bangalore|12Mnths Contract|Top MNC,Fortune Global 500 MNC in Financial Services,,1753044339.5595758,False,True
30,12.0,10,5,3.0,poor,,,,,,,,avoid,Fallback scoring due to API error,,,ETL and BDX developer,NTT DATA Business Solutions,,1753044343.558486,False,True
30,12.0,10,5,3.0,poor,,,,,,,,avoid,Fallback scoring due to API error,,,ETL Developer,Wissen Technology,,1753044347.5643592,False,True
40,16.0,10,5,4.0,poor,,,,,,,,avoid,Fallback scoring due to API error,,,ETL - Python/Pyspark Developer,"Company Profile:Founded in 1976, CGI is among the largest independent IT and business ...",,1753044351.5596056,False,True
30,12.0,10,5,3.0,poor,,,,,,,,avoid,Fallback scoring due to API error,,,ETL Developer,SE Mentor,,1753044361.6584759,False,True
30,12.0,10,5,3.0,poor,,,,,,,,avoid,Fallback scoring due to API error,,,ETL SSIS Developer,Mindcube Solutions,,1753044365.6651156,False,True
35,14.0,10,5,3.5,poor,,,,,,,,avoid,Fallback scoring due to API error,,,"Python, ETL and DevOps - Developer",NTT DATA Business Solutions,,1753044369.668308,False,True
35,14.0,10,5,3.5,poor,,,,,,,,avoid,Fallback scoring due to API error,,,ETL Developer - Python,Luxoft,,1753044373.657963,False,True
30,12.0,10,5,3.0,poor,,,,,,,,avoid,Fallback scoring due to API error,,,ETL Developer,Euclid Innovations,,1753044377.7161605,False,True
30,12.0,10,5,3.0,poor,,,,,,,,avoid,Fallback scoring due to API error,,,Database/ETL Developer,Pradeepit Consulting Services,,1753044381.6684866,False,True
30,12.0,10,5,3.0,poor,,,,,,,,avoid,Fallback scoring due to API error,,,ETL Developer (ODI),Unison Consulting,,1753044385.6801107,False,True
30,12.0,10,5,3.0,poor,,,,,,,,avoid,Fallback scoring due to API error,,,Etl Developer,Enaviya Information Technologies,,1753044389.6785989,False,True
30,12.0,10,5,3.0,poor,,,,,,,,avoid,Fallback scoring due to API error,,,"Etl Developer with ODI, sal max up To 20 lpa,",Large-Sized Firm in IT Services Sector,,1753044393.678396,False,True
30,12.0,10,5,3.0,poor,,,,,,,,avoid,Fallback scoring due to API error,,,Data Engineer - ETL and Azure developer,ACL Digital,,1753044397.6832883,False,True
0,0.0,10,5,0.0,poor,,,,,,,,avoid,Fallback scoring due to API error,,,HR Solutions,HR Solutions,,1753044401.6881695,False,True
30,12.0,10,5,3.0,poor,,,,,,,,avoid,Fallback scoring due to API error,,,ETL Developer,Naghavi Fintech,,1753044405.6898663,False,True
30,12.0,10,5,3.0,poor,,,,,,,,avoid,Fallback scoring due to API error,,,ETL Developer,Consulting with data management teams to get a big-picture idea of the companys data ...,,1753044409.6885433,False,True
30,12.0,10,5,3.0,poor,,,,,,,,avoid,Fallback scoring due to API error,,,Data Engineer,Expian Technologies,,1753044413.688552,False,True
30,12.0,10,5,3.0,poor,,,,,,,,avoid,Fallback scoring due to API error,,,ETL Developer,Hireflex247,,1753044417.6882596,False,True
30,12.0,10,5,3.0,poor,,,,,,,,avoid,Fallback scoring due to API error,,,ETL Developer,Diverse Lynx,,1753044421.6883893,False,True
30,12.0,10,5,3.0,poor,,,,,,,,avoid,Fallback scoring due to API error,,,ETL developer,Clifyx Technology,,1753044425.7028553,False,True
50,20.0,10,5,5.0,fair,,,,,,,,consider,Fallback scoring due to API error,,,"Stream sets ETL Developer, Associate",Deutsche Bank,,1753044429.6931279,True,True
30,12.0,10,5,3.0,poor,,,,,,,,avoid,Fallback scoring due to API error,,,Hiring For ODI - ETL Developer For MNC - Permanent role,Direction,,1753044433.6884272,False,True
5,2.0,10,5,0.5,poor,,,,,,,,avoid,Fallback scoring due to API error,,,Software Engineer (Python Developer),Izmo Ltd,,1753044437.6985705,False,True
50,20.0,10,5,5.0,fair,,,,,,,,consider,Fallback scoring due to API error,,,"Streamsets ETL Developer, Associate",Deutsche Bank,,1753044448.568207,True,True
0,0.0,10,5,0.0,poor,,,,,,,,avoid,Fallback scoring due to API error,,,Devops Engineer II,Cashfree Payments,,1753044452.5693378,False,True
30,12.0,10,5,3.0,poor,,,,,,,,avoid,Fallback scoring due to API error,,,Junior Semantic Web ETL Developer,Siemens,,1753044456.5707493,False,True
0,0.0,10,5,0.0,poor,,,,,,,,avoid,Fallback scoring due to API error,,,Firmware Engineer - LoRaWAN/NB-IoT/WIFI,Mettsenia Solutions,,1753044460.5780835,False,True
30,12.0,10,5,3.0,poor,,,,,,,,avoid,Fallback scoring due to API error,,,Data Engineer,Genxai,,1753044464.5886464,False,True
0,0.0,10,5,0.0,poor,,,,,,,,avoid,Fallback scoring due to API error,,,IT Business Analyst,Kushals.com,,1753044468.568453,False,True
0,0.0,10,5,0.0,poor,,,,,,,,avoid,Fallback scoring due to API error,,,Coding and Robotics Teacher,K12 Techno Services,,1753044472.628368,False,True
-10,-4.0,10,5,-1.0,poor,,,,,,,,avoid,Fallback scoring due to API error,,,Mlops Engineer / Lead,German MNC,,1753044476.5883887,False,True
35,14.0,10,5,3.5,poor,,,,,,,,avoid,Fallback scoring due to API error,,,"ETL Developer (Informatica Power Centre, SQL, Cloud IICS)",Diverse Lynx,,1753044480.5851607,False,True
20,8.0,10,5,2.0,poor,,,,,,,,avoid,Fallback scoring due to API error,,,Senior Software Engineer - ETL Developer,Aris Global Software,,1753044484.5883372,False,True
30,12.0,10,5,3.0,poor,,,,,,,,avoid,Fallback scoring due to API error,,,ETL Developer with Talend,Evnek,,1753044488.6096232,False,True
