successful_applications,failed_applications,skipped_applications
,https://www.naukri.com/job-listings-sql-developer-clifyx-technology-bengaluru-5-to-10-years-240625505820,
,https://www.naukri.com/job-listings-data-engineer-stack-digital-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-2-to-5-years-100725501522,
,https://www.naukri.com/job-listings-data-engineer-stack-digital-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-2-to-5-years-100725501522,
,https://www.naukri.com/job-listings-data-engineer-circle-k-stores-inc-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-3-to-8-years-090725500511,
,https://www.naukri.com/job-listings-data-engineer-circle-k-stores-inc-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-3-to-8-years-090725500511,
,https://www.naukri.com/job-listings-python-data-engineer-helios-placement-solution-mumbai-pune-bengaluru-3-to-8-years-080725021884,
,https://www.naukri.com/job-listings-python-data-engineer-helios-placement-solution-mumbai-pune-bengaluru-3-to-8-years-080725021884,
,https://www.naukri.com/job-listings-data-engineer-nps-prism-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-3-to-6-years-280625500828,
,https://www.naukri.com/job-listings-data-engineer-nps-prism-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-3-to-6-years-280625500828,
,https://www.naukri.com/job-listings-data-engineer-databricks-inorg-global-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-3-to-8-years-020725504644,
,https://www.naukri.com/job-listings-data-engineer-databricks-inorg-global-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-3-to-8-years-020725504644,
,https://www.naukri.com/job-listings-data-engineer-the-lifetime-value-co-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-1-to-2-years-020725505762,
,https://www.naukri.com/job-listings-data-engineer-the-lifetime-value-co-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-1-to-2-years-020725505762,
,https://www.naukri.com/job-listings-data-engineer-arsr-technologies-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-1-to-3-years-301020500936,
,https://www.naukri.com/job-listings-data-engineer-arsr-technologies-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-1-to-3-years-301020500936,
,https://www.naukri.com/job-listings-data-engineer-fractal-analytics-ltd-mumbai-pune-chennai-gurugram-bengaluru-3-to-7-years-210125501878,
,https://www.naukri.com/job-listings-data-engineer-fractal-analytics-ltd-mumbai-pune-chennai-gurugram-bengaluru-3-to-7-years-210125501878,
,https://www.naukri.com/job-listings-data-engineer-comviva-technologies-limited-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-2-to-3-years-030125501136,
,https://www.naukri.com/job-listings-data-engineer-comviva-technologies-limited-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-2-to-3-years-030125501136,
,https://www.naukri.com/job-listings-data-engineer-databricks-inorg-global-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-2-to-5-years-110625501715,
,https://www.naukri.com/job-listings-data-engineer-databricks-inorg-global-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-2-to-5-years-110625501715,
,https://www.naukri.com/job-listings-data-engineer-arp-investments-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-2-to-6-years-300724502038,
,https://www.naukri.com/job-listings-data-engineer-arp-investments-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-2-to-6-years-300724502038,
,https://www.naukri.com/job-listings-data-engineer-investcloud-inc-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-1-to-4-years-270325506594,
,https://www.naukri.com/job-listings-data-engineer-investcloud-inc-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-1-to-4-years-270325506594,
,https://www.naukri.com/job-listings-data-engineer-sapaad-software-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-2-to-7-years-260624500498,
,https://www.naukri.com/job-listings-data-engineer-sapaad-software-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-2-to-7-years-260624500498,
,https://www.naukri.com/job-listings-data-engineer-ssis-and-tableau-tech-stalwart-solution-private-limited-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-3-to-8-years-250225501354,
,https://www.naukri.com/job-listings-data-engineer-ssis-and-tableau-tech-stalwart-solution-private-limited-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-3-to-8-years-250225501354,
,https://www.naukri.com/job-listings-data-engineer-etl-go-databricks-instinctools-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-2-to-6-years-230425503776,
,https://www.naukri.com/job-listings-data-engineer-etl-go-databricks-instinctools-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-2-to-6-years-230425503776,
,https://www.naukri.com/job-listings-data-engineer-photon-infotech-p-ltd-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-3-to-7-years-200125502764,
,https://www.naukri.com/job-listings-data-engineer-photon-infotech-p-ltd-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-3-to-7-years-200125502764,
,https://www.naukri.com/job-listings-data-engineer-star4rall-it-solutions-private-limited-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-1-to-5-years-170323502153,
,https://www.naukri.com/job-listings-data-engineer-star4rall-it-solutions-private-limited-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-1-to-5-years-170323502153,
,https://www.naukri.com/job-listings-data-engineer-netlink-software-group-america-inc-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-1-to-4-years-150125501602,
,https://www.naukri.com/job-listings-data-engineer-netlink-software-group-america-inc-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-1-to-4-years-150125501602,
,https://www.naukri.com/job-listings-data-engineer-edgematics-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-1-to-4-years-140525503526,
,https://www.naukri.com/job-listings-data-engineer-edgematics-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-1-to-4-years-140525503526,
,https://www.naukri.com/job-listings-data-engineer-ztek-consulting-pvt-ltd-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-3-to-7-years-140525500538,
,https://www.naukri.com/job-listings-data-engineer-ztek-consulting-pvt-ltd-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-3-to-7-years-140525500538,
,https://www.naukri.com/job-listings-data-engineer-beinex-consulting-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-0-to-1-years-140324500140,
,https://www.naukri.com/job-listings-data-engineer-beinex-consulting-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-0-to-1-years-140324500140,
,https://www.naukri.com/job-listings-data-engineer-photon-infotech-p-ltd-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-2-to-5-years-101123500226,
,https://www.naukri.com/job-listings-data-engineer-photon-infotech-p-ltd-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-2-to-5-years-101123500226,
,https://www.naukri.com/job-listings-data-engineer-techtammina-llc-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-3-to-5-years-090824502302,
,https://www.naukri.com/job-listings-data-engineer-techtammina-llc-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-3-to-5-years-090824502302,
,https://www.naukri.com/job-listings-data-engineer-introlligent-introlligent-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-2-to-4-years-090824501377,
,https://www.naukri.com/job-listings-data-engineer-introlligent-introlligent-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-2-to-4-years-090824501377,
,https://www.naukri.com/job-listings-data-engineer-drivetrain-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-1-to-5-years-070624501928,
,https://www.naukri.com/job-listings-data-engineer-drivetrain-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-1-to-5-years-070624501928,
,https://www.naukri.com/job-listings-data-engineer-tpc-response-informatics-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-2-to-4-years-060225504905,
,https://www.naukri.com/job-listings-data-engineer-tpc-response-informatics-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-2-to-4-years-060225504905,
,https://www.naukri.com/job-listings-data-engineer-photon-infotech-p-ltd-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-2-to-5-years-060225502140,
,https://www.naukri.com/job-listings-data-engineer-photon-infotech-p-ltd-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-2-to-5-years-060225502140,
,https://www.naukri.com/job-listings-data-engineer-retailcloud-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-1-to-4-years-050525501999,
,https://www.naukri.com/job-listings-data-engineer-retailcloud-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-1-to-4-years-050525501999,
,https://www.naukri.com/job-listings-sql-developer-data-engineer-itfirst-consultants-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-3-to-7-years-041024501752,
,https://www.naukri.com/job-listings-sql-developer-data-engineer-itfirst-consultants-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-3-to-7-years-041024501752,
,https://www.naukri.com/job-listings-data-engineer-dataiku-python-infocepts-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-3-to-8-years-040425502173,
,https://www.naukri.com/job-listings-data-engineer-dataiku-python-infocepts-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-3-to-8-years-040425502173,
,https://www.naukri.com/job-listings-data-engineer-tech-stalwart-solution-private-limited-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-2-to-6-years-030125501915,
,https://www.naukri.com/job-listings-data-engineer-tech-stalwart-solution-private-limited-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-2-to-6-years-030125501915,
,https://www.naukri.com/job-listings-data-engineer-nityo-infotech-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-3-to-5-years-010525501092,
,https://www.naukri.com/job-listings-data-engineer-nityo-infotech-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-3-to-5-years-010525501092,
,https://www.naukri.com/job-listings-data-engineer-open-insights-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-2-to-5-years-010523501678,
,https://www.naukri.com/job-listings-data-engineer-open-insights-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-2-to-5-years-010523501678,
,https://www.naukri.com/job-listings-data-engineer-henson-group-pune-chennai-bengaluru-0-to-1-years-260625938054,
,https://www.naukri.com/job-listings-data-engineer-henson-group-pune-chennai-bengaluru-0-to-1-years-260625938054,
,https://www.naukri.com/job-listings-data-engineer-uplers-solutions-private-limited-mumbai-new-delhi-bengaluru-3-to-5-years-020725922143,
,https://www.naukri.com/job-listings-data-engineer-uplers-solutions-private-limited-mumbai-new-delhi-bengaluru-3-to-5-years-020725922143,
,https://www.naukri.com/job-listings-junior-data-engineer-talent-corner-hr-services-bengaluru-1-to-5-years-100625010325,
,https://www.naukri.com/job-listings-junior-data-engineer-talent-corner-hr-services-bengaluru-1-to-5-years-100625010325,
,https://www.naukri.com/job-listings-data-engineer-atlassian-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-5-to-10-years-020725505742,
,https://www.naukri.com/job-listings-data-engineer-atlassian-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-5-to-10-years-020725505742,
,https://www.naukri.com/job-listings-data-engineer-neal-analytics-noida-mumbai-pune-chennai-gurugram-bengaluru-6-to-12-years-010725502632,
,https://www.naukri.com/job-listings-data-engineer-neal-analytics-noida-mumbai-pune-chennai-gurugram-bengaluru-6-to-12-years-010725502632,
,https://www.naukri.com/job-listings-data-engineer-fractal-analytics-ltd-noida-mumbai-pune-chennai-gurugram-bengaluru-6-to-12-years-010725501403,
,https://www.naukri.com/job-listings-data-engineer-fractal-analytics-ltd-noida-mumbai-pune-chennai-gurugram-bengaluru-6-to-12-years-010725501403,
,https://www.naukri.com/job-listings-data-engineer-bay-area-technology-solutions-mumbai-delhi-ncr-bengaluru-3-to-5-years-130625926665,
,https://www.naukri.com/job-listings-data-engineer-bay-area-technology-solutions-mumbai-delhi-ncr-bengaluru-3-to-5-years-130625926665,
,https://www.naukri.com/job-listings-data-engineer-accolite-software-india-pvt-ltd-pune-bengaluru-2-to-6-years-260922500705,
,https://www.naukri.com/job-listings-data-engineer-accolite-software-india-pvt-ltd-pune-bengaluru-2-to-6-years-260922500705,
,https://www.naukri.com/job-listings-data-engineer-apex-group-kolkata-mumbai-hyderabad-pune-bengaluru-5-to-7-years-240625936383,
,https://www.naukri.com/job-listings-data-engineer-apex-group-kolkata-mumbai-hyderabad-pune-bengaluru-5-to-7-years-240625936383,
,https://www.naukri.com/job-listings-data-engineer-databricks-infocepts-nagpur-pune-chennai-bengaluru-3-to-8-years-150525504175,
,https://www.naukri.com/job-listings-data-engineer-databricks-infocepts-nagpur-pune-chennai-bengaluru-3-to-8-years-150525504175,
,https://www.naukri.com/job-listings-data-engineer-entomo-gtdic-bengaluru-3-to-5-years-110725501814,
,https://www.naukri.com/job-listings-data-engineer-entomo-gtdic-bengaluru-3-to-5-years-110725501814,
,https://www.naukri.com/job-listings-data-engineer-accenture-solutions-pvt-ltd-bengaluru-3-to-8-years-100725931049,
,https://www.naukri.com/job-listings-data-engineer-accenture-solutions-pvt-ltd-bengaluru-3-to-8-years-100725931049,
,https://www.naukri.com/job-listings-python-developer-xcel-hires-managment-solutions-pvt-ltd-bengaluru-3-to-7-years-100725503928,
,https://www.naukri.com/job-listings-python-developer-xcel-hires-managment-solutions-pvt-ltd-bengaluru-3-to-7-years-100725503928,
,https://www.naukri.com/job-listings-python-developer-iqvia-biotech-bengaluru-3-to-8-years-100725501869,
,https://www.naukri.com/job-listings-python-developer-iqvia-biotech-bengaluru-3-to-8-years-100725501869,
,https://www.naukri.com/job-listings-python-developer-diverse-lynx-bengaluru-2-to-7-years-040725502579,
,https://www.naukri.com/job-listings-python-developer-diverse-lynx-bengaluru-2-to-7-years-040725502579,
,https://www.naukri.com/job-listings-python-developer-diverse-lynx-bengaluru-2-to-7-years-280625501175,
,https://www.naukri.com/job-listings-python-developer-diverse-lynx-bengaluru-2-to-7-years-280625501175,
,https://www.naukri.com/job-listings-python-developer-triad-square-infotec-pvt-ltd-hyderabad-chennai-bengaluru-3-to-5-years-270625500182,
,https://www.naukri.com/job-listings-python-developer-triad-square-infotec-pvt-ltd-hyderabad-chennai-bengaluru-3-to-5-years-270625500182,
,https://www.naukri.com/job-listings-software-developer-c-and-python-ericsson-india-global-services-pvt-ltd-bengaluru-3-to-6-years-270625505185,
,https://www.naukri.com/job-listings-software-developer-c-and-python-ericsson-india-global-services-pvt-ltd-bengaluru-3-to-6-years-270625505185,
,https://www.naukri.com/job-listings-python-developer-appzlogic-mobility-solutions-pvt-ltd-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-0-to-3-years-121124502854,
,https://www.naukri.com/job-listings-python-developer-appzlogic-mobility-solutions-pvt-ltd-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-0-to-3-years-121124502854,
,https://www.naukri.com/job-listings-python-developer-riveredge-analytics-pvt-ltd-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-1-to-5-years-070823501164,
,https://www.naukri.com/job-listings-python-developer-riveredge-analytics-pvt-ltd-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-1-to-5-years-070823501164,
,https://www.naukri.com/job-listings-python-developer-intelgic-technologies-pvt-ltd-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-2-to-5-years-061223500473,
,https://www.naukri.com/job-listings-python-developer-intelgic-technologies-pvt-ltd-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-2-to-5-years-061223500473,
,https://www.naukri.com/job-listings-python-developer-mwb-technologies-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-2-to-6-years-041024501749,
,https://www.naukri.com/job-listings-python-developer-mwb-technologies-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-2-to-6-years-041024501749,
,https://www.naukri.com/job-listings-python-developer-calsoft-pvt-ltd-pune-bengaluru-3-to-10-years-031122501111,
,https://www.naukri.com/job-listings-python-developer-calsoft-pvt-ltd-pune-bengaluru-3-to-10-years-031122501111,
,https://www.naukri.com/job-listings-python-developer-ztek-consulting-pvt-ltd-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-4-to-9-years-050725500647,
,https://www.naukri.com/job-listings-python-developer-ztek-consulting-pvt-ltd-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-4-to-9-years-050725500647,
,https://www.naukri.com/job-listings-python-developer-infrrd-private-limited-bengaluru-3-to-5-years-250625924485,
,https://www.naukri.com/job-listings-python-developer-infrrd-private-limited-bengaluru-3-to-5-years-250625924485,
,https://www.naukri.com/job-listings-python-developer-diverse-lynx-bengaluru-2-to-6-years-291222500709,
,https://www.naukri.com/job-listings-python-developer-diverse-lynx-bengaluru-2-to-6-years-291222500709,
,https://www.naukri.com/job-listings-python-developer-ootdootn-bengaluru-3-to-5-years-291024500427,
,https://www.naukri.com/job-listings-python-developer-ootdootn-bengaluru-3-to-5-years-291024500427,
,https://www.naukri.com/job-listings-python-developer-socbridge-semiconductors-private-limited-bengaluru-2-to-5-years-290823501493,
,https://www.naukri.com/job-listings-python-developer-socbridge-semiconductors-private-limited-bengaluru-2-to-5-years-290823501493,
,https://www.naukri.com/job-listings-python-developer-savantys-solutions-hyderabad-bengaluru-3-to-8-years-240223501200,
,https://www.naukri.com/job-listings-python-developer-savantys-solutions-hyderabad-bengaluru-3-to-8-years-240223501200,
,https://www.naukri.com/job-listings-python-developer-foosilz-bengaluru-3-to-5-years-221024502612,
,https://www.naukri.com/job-listings-python-developer-foosilz-bengaluru-3-to-5-years-221024502612,
,https://www.naukri.com/job-listings-python-developer-diverse-lynx-bengaluru-2-to-6-years-200722502058,
,https://www.naukri.com/job-listings-python-developer-diverse-lynx-bengaluru-2-to-6-years-200722502058,
,https://www.naukri.com/job-listings-python-developer-millennium-management-llc-bengaluru-2-to-5-years-170225502077,
,https://www.naukri.com/job-listings-python-developer-millennium-management-llc-bengaluru-2-to-5-years-170225502077,
,https://www.naukri.com/job-listings-python-developer-bangalore-diverse-lynx-bengaluru-2-to-7-years-160525500852,
,https://www.naukri.com/job-listings-python-developer-bangalore-diverse-lynx-bengaluru-2-to-7-years-160525500852,
,https://www.naukri.com/job-listings-python-developer-millennium-management-llc-bengaluru-2-to-5-years-160425505729,
,https://www.naukri.com/job-listings-python-developer-millennium-management-llc-bengaluru-2-to-5-years-160425505729,
,https://www.naukri.com/job-listings-python-developer-diverse-lynx-bengaluru-2-to-7-years-150525504261,
,https://www.naukri.com/job-listings-python-developer-diverse-lynx-bengaluru-2-to-7-years-150525504261,
,https://www.naukri.com/job-listings-python-developer-hunter-tech-ventures-pvt-ltd-bengaluru-0-to-2-years-140524501680,
,https://www.naukri.com/job-listings-python-developer-hunter-tech-ventures-pvt-ltd-bengaluru-0-to-2-years-140524501680,
,https://www.naukri.com/job-listings-python-developer-ssms-infotech-bengaluru-2-to-7-years-140225501982,
,https://www.naukri.com/job-listings-python-developer-ssms-infotech-bengaluru-2-to-7-years-140225501982,
,https://www.naukri.com/job-listings-python-developer-terralogic-software-solutions-pvt-ltd-bengaluru-2-to-5-years-120525503018,
