total_score,technology_score,experience_score,company_score,role_score,match_level,required_skills,preferred_skills,technologies_mentioned,experience_requirement,location,remote_friendly,company_type,application_recommendation,reasoning,skill_gaps,growth_potential,job_title,company_name,job_url,processed_at,should_apply,fallback_used
72,37.0,10,15,10.0,good,"['Python', 'SQL', 'AWS S3', 'AWS EC2', 'AWS Lambda', 'ETL Development', 'Schema Design', 'REST APIs', 'JSON']","['Apache Airflow', 'Jenkins', 'Great Expectations', 'PostgreSQL', 'CI/CD Pipelines', 'Kubernetes', 'Data Validation', 'Data Lakes']","['Python', 'SQL', 'Bash', 'Apache Airflow', 'Jenkins', 'Great Expectations', 'PostgreSQL', 'MySQL', 'Oracle DB', 'AWS S3', 'AWS EC2', 'AWS Lambda', 'AWS CloudWatch', 'AWS Secrets Manager', 'GCP', 'REST APIs', 'JSON', 'XML', 'CI/CD Pipelines', 'Kubernetes', 'GIT']",1-2 years,"Bengaluru, Pune, Mumbai, Kolkata, New Delhi, Hyderabad, Chennai",True,startup,recommend,"Kaustubh has a good match with this role. His 2 years of experience aligns well with the job posting's requirement of 1-2 years.  His skills in Python, SQL, AWS services (S3, EC2, Lambda), and ETL development are strong matches with the job description. He also possesses crucial skills like CI/CD, Kubernetes, and experience with several databases. However, the experience score is lowered because the requirement is 1-2 years, not perfectly aligning with his 2 years of experience. The technology score is slightly lower than ideal because while he possesses many skills mentioned, the posting doesn't explicitly detail the need for some of his advanced skills like Great Expectations and certain cloud services.  The company score is good due to the remote-friendly option and startup nature of The Lifetime Value Co. The role score is perfect because it's a data engineering role.  Overall, the skills gap is manageable, and the role provides good learning potential for Kaustubh.","['Hadoop', 'Spark', 'Kafka', 'DBT', 'Databricks', 'Snowflake']",medium,Data Engineer,The Lifetime Value Co,,1753027751.636111,True,
72,34.0,10,20,8.0,good,"['Python', 'SQL', 'ETL Development', 'AWS S3', 'AWS EC2', 'REST APIs', 'CI/CD Pipelines']","['Apache Airflow', 'Great Expectations', 'PostgreSQL', 'AWS Lambda', 'Kubernetes', 'DBT', 'Spark', 'Kafka']","['Python', 'SQL', 'Bash', 'Apache Airflow', 'Jenkins', 'Great Expectations', 'PostgreSQL', 'MySQL', 'Oracle DB', 'AWS S3', 'AWS EC2', 'AWS Lambda', 'AWS CloudWatch', 'AWS Secrets Manager', 'GCP', 'REST APIs', 'JSON', 'XML', 'CI/CD Pipelines', 'Kubernetes', 'DBT', 'Databricks', 'Spark', 'Kafka', 'Snowflake']",3-6 years,"Bengaluru, Pune, Mumbai, Kolkata, New Delhi, Hyderabad, Chennai",True,enterprise,recommend,"Kaustubh has a good skillset matching the job requirements.  His 2 years of experience puts him at the lower end of the experience range (3-6 years), resulting in a lower experience score.  His strong foundation in Python, SQL, AWS, and CI/CD pipelines, coupled with his familiarity with several relevant tools like Airflow and Great Expectations, makes him a suitable candidate. The preference for Bangalore or remote work is also a plus. However, the lack of experience with Hadoop and some of the preferred big data tools could hinder his chances.  The total score falls in the 'good' range, making the application worthwhile. Focusing on highlighting projects showcasing his expertise in Airflow, AWS services, and ETL would strengthen his candidacy. ","['Hadoop', 'Kafka (limited experience)', 'Spark (limited experience)', 'Snowflake', 'Databricks', 'DBT (learning)']",high,Data Engineer,Atlassian,,1753027757.8797548,True,
73,35.0,10,18,10.0,good,"['Python', 'SQL', 'ETL Development', 'AWS S3', 'AWS EC2', 'RDBMS']","['Apache Airflow', 'Great Expectations', 'AWS Lambda', 'PostgreSQL', 'CI/CD Pipelines', 'Kubernetes']","['Python', 'SQL', 'Bash', 'Apache Airflow', 'Jenkins', 'Great Expectations', 'PostgreSQL', 'MySQL', 'Oracle DB', 'RDBMS', 'AWS S3', 'AWS EC2', 'AWS Lambda', 'AWS CloudWatch', 'AWS Secrets Manager', 'GCP', 'REST APIs', 'JSON', 'XML', 'CI/CD Pipelines', 'Kubernetes', 'DBT', 'Databricks', 'Spark', 'Kafka', 'Snowflake']",3-6 years,"Bengaluru, Pune, Mumbai, Kolkata, New Delhi, Hyderabad, Chennai",True,enterprise,recommend,"Kaustubh's 2 years of experience puts him slightly below the ideal experience level for this role (3-6 years).  However, his skillset is a good match for the job description. His proficiency in Python, SQL, AWS services (S3, EC2, Lambda),  RDBMS, CI/CD, and ETL tools like Great Expectations aligns well with the requirements.  The role's location flexibility and Kaustubh's preference for Bangalore/Remote/Hybrid is a positive aspect.  The points lost in experience are compensated by his extensive skillset and strong preference for a suitable location.  The company, while an enterprise, is not a clear drawback as the role and description appear positive.  Therefore, applying is recommended, but Kaustubh should emphasize his achievements and projects showcasing relevant skills during the application process. Addressing the experience gap by highlighting the impact of his work at Eli Lilly will be key. ","['Kafka', 'Spark', 'Snowflake', 'DBT', 'Databricks']",medium,Data Engineer,NPS Prism,,1753027762.2984645,True,
72,36.0,10,16,10.0,good,"['SQL', 'Python', 'ETL Development', 'Data Validation', 'PostgreSQL']","['Apache Airflow', 'AWS S3', 'AWS Lambda', 'CI/CD Pipelines', 'Kubernetes']","['GIT', 'Data management', 'data security', 'Postgresql', 'Machine learning', 'Oracle', 'Analytics', 'SQL']",1-4 years,"Bengaluru, Pune, Mumbai, Kolkata, New Delhi, Hyderabad, Chennai",True,product,recommend,"Kaustubh has a good skillset matching the job description. His 2 years of experience falls within the acceptable range for the role (1-4 years).  He possesses strong skills in SQL, Python, AWS services (S3, Lambda), and DevOps tools (Jenkins, CI/CD, Kubernetes), all highly relevant to the job.  However, the experience score is lower due to the job description explicitly mentioning 1-4 years experience.  The technology score is moderately high considering Kaustubh's proficiency in several listed technologies. The company score is boosted by the remote-friendly nature of the role and Investcloud's status as a product company. The location flexibility also contributes positively. The role is a perfect match, scoring the maximum points.  Overall, Kaustubh has a strong profile but could further improve his application by highlighting his experience with Airflow and showcasing projects leveraging the specified technologies, particularly around Data Management and Data Security.","['Apache Spark', 'Kafka', 'DBT', 'Databricks', 'Snowflake']",medium,Data Engineer,Investcloud,,1753027776.7830925,True,
73,37.0,10,16,10.0,good,"['Python', 'SQL', 'ETL Development', 'AWS S3', 'Data Validation']","['Apache Airflow', 'Great Expectations', 'PostgreSQL', 'AWS Lambda', 'CI/CD Pipelines']","['NoSQL', 'Datastage', 'SCALA', 'Informatica', 'Analytics', 'SQL', 'Apache Airflow', 'AWS S3', 'AWS EC2', 'AWS Lambda', 'AWS CloudWatch', 'AWS Secrets Manager', 'GCP', 'REST APIs', 'JSON', 'XML', 'CI/CD Pipelines', 'Kubernetes', 'PostgreSQL', 'MySQL', 'Oracle DB']",2-7 years,"Bengaluru, Pune, Mumbai, Kolkata, New Delhi, Hyderabad, Chennai",True,product,recommend,"Kaustubh has a solid foundation in data engineering with 2 years of experience.  His skillset aligns well with the job description, particularly in Python, SQL, AWS services (S3, Lambda, etc.), and CI/CD. His experience with Airflow and Great Expectations is a plus.  The experience requirement (2-7 years) is a good fit, and the location flexibility (Bangalore preference with remote/hybrid options) is also favorable. However, the job description mentions technologies like Datastage, Scala, and Informatica, which Kaustubh doesn't list as core skills. This impacts the technology score.  The company is a product company, further increasing the score.","['Datastage', 'Scala', 'Informatica', 'Hadoop', 'Spark', 'Kafka', 'Snowflake', 'DBT', 'Databricks']",medium,Data Engineer,Sapaad Software,,1753027783.7893045,True,
70,34.0,10,16,10.0,good,"['Python', 'SQL', 'AWS S3', 'AWS EC2', 'AWS Lambda', 'ETL Development', 'Data Validation', 'Schema Design']","['Apache Airflow', 'Great Expectations', 'PostgreSQL', 'RDBMS', 'CI/CD Pipelines', 'Kubernetes', 'Bash']","['Python', 'SQL', 'Bash', 'Apache Airflow', 'Jenkins', 'Great Expectations', 'PostgreSQL', 'MySQL', 'Oracle DB', 'RDBMS', 'AWS S3', 'AWS EC2', 'AWS Lambda', 'AWS CloudWatch', 'AWS Secrets Manager', 'GCP', 'REST APIs', 'JSON', 'XML', 'CI/CD Pipelines', 'Kubernetes', 'Generative AI']",3-7 years,"Bengaluru, Pune, Mumbai, Kolkata, New Delhi, Hyderabad, Chennai",True,product,recommend,"Kaustubh has a good foundation in several key areas, but the job posting's experience requirement is higher than his.  His core skills align well with the requirements, especially concerning AWS, ETL, and database technologies.  The location flexibility and the remote option are favorable. However, he lacks experience with some technologies mentioned in the job description, especially in Big Data & Streaming.  His experience level is a slight mismatch, contributing to a lower score.  Overall, given his existing skills and learning agility, applying is recommended, with focus on highlighting his skills in relevant areas and showing eagerness to learn the missing ones (like Spark and Kafka).","['Apache Spark', 'Kafka', 'DBT', 'Databricks', 'Hadoop']",medium,Data Engineer,Photon,,1753027787.5840333,True,
70,34.0,10,16,10.0,good,"['Python', 'SQL', 'AWS S3', 'AWS EC2', 'AWS Lambda', 'ETL Development', 'Data Validation', 'Schema Design']","['Apache Airflow', 'Great Expectations', 'PostgreSQL', 'RDBMS', 'CI/CD Pipelines', 'Kubernetes', 'Bash']","['Python', 'SQL', 'Bash', 'Apache Airflow', 'Jenkins', 'Great Expectations', 'PostgreSQL', 'MySQL', 'Oracle DB', 'RDBMS', 'AWS S3', 'AWS EC2', 'AWS Lambda', 'AWS CloudWatch', 'AWS Secrets Manager', 'GCP', 'REST APIs', 'JSON', 'XML', 'CI/CD Pipelines', 'Kubernetes', 'Generative AI']",3-7 years,"Bengaluru, Pune, Mumbai, Kolkata, New Delhi, Hyderabad, Chennai",True,product,recommend,"Kaustubh has a good foundation in several key areas, but the job posting's experience requirement is higher than his.  His core skills align well with the requirements, especially concerning AWS, ETL, and database technologies.  The location flexibility and the remote option are favorable. However, he lacks experience with some technologies mentioned in the job description, especially in Big Data & Streaming.  His experience level is a slight mismatch, contributing to a lower score.  Overall, given his existing skills and learning agility, applying is recommended, with focus on highlighting his skills in relevant areas and showing eagerness to learn the missing ones (like Spark and Kafka).","['Apache Spark', 'Kafka', 'DBT', 'Databricks', 'Hadoop']",medium,Data Engineer,Photon,,1753027787.5840333,True,
72,35.0,10,17,10.0,good,"['Python', 'SQL', 'RDBMS', 'ETL Development', 'AWS S3', 'AWS EC2', 'AWS Lambda']","['Apache Airflow', 'Great Expectations', 'PostgreSQL', 'MySQL', 'CI/CD Pipelines', 'Kubernetes']","['Python', 'SQL', 'Bash', 'Apache Airflow', 'Jenkins', 'Great Expectations', 'PostgreSQL', 'MySQL', 'Oracle DB', 'RDBMS', 'AWS S3', 'AWS EC2', 'AWS Lambda', 'AWS CloudWatch', 'AWS Secrets Manager', 'GCP', 'REST APIs', 'JSON', 'XML', 'CI/CD Pipelines', 'Kubernetes', 'Oracle', 'Teradata']",2-4 years,"Bengaluru, Pune, Mumbai, Kolkata, New Delhi, Hyderabad, Chennai",True,product,recommend,"Kaustubh's 2 years of experience falls within the acceptable range (10 points) for the job posting's requirement of 2-4 years. His skillset shows a strong match for the required technologies, particularly in programming (Python, SQL), databases (PostgreSQL, MySQL, Oracle), cloud (AWS), and ETL (Great Expectations).  He scores well for DevOps (Jenkins, CI/CD, Kubernetes).  However, his experience with big data tools (Airflow is only partially covered, Spark/Hadoop/Kafka are missing) limits his technology score.  The company is a product company in Bangalore with remote-friendly options, contributing to the positive company score. While the job description is vague, it is a Data Engineer role, making it relevant. His skill gaps are primarily in big data technologies which are increasingly important for mid-level roles. Given his existing skills, learning these technologies wouldn't be a significant hurdle, making the growth potential medium.","['Apache Spark', 'Kafka', 'Hadoop', 'Snowflake', 'DBT', 'Databricks']",medium,Data Engineer - Introlligent,Introlligent,,1753027792.1326468,True,
70,34.0,10,16,10.0,good,"['Python', 'SQL', 'AWS S3', 'AWS EC2', 'AWS Lambda', 'ETL Development', 'Data Validation', 'Schema Design']","['Apache Airflow', 'Great Expectations', 'PostgreSQL', 'RDBMS', 'CI/CD Pipelines', 'Kubernetes', 'Bash']","['Python', 'SQL', 'Bash', 'Apache Airflow', 'Jenkins', 'Great Expectations', 'PostgreSQL', 'MySQL', 'Oracle DB', 'RDBMS', 'AWS S3', 'AWS EC2', 'AWS Lambda', 'AWS CloudWatch', 'AWS Secrets Manager', 'GCP', 'REST APIs', 'JSON', 'XML', 'CI/CD Pipelines', 'Kubernetes', 'Generative AI']",3-7 years,"Bengaluru, Pune, Mumbai, Kolkata, New Delhi, Hyderabad, Chennai",True,product,recommend,"Kaustubh has a good foundation in several key areas, but the job posting's experience requirement is higher than his.  His core skills align well with the requirements, especially concerning AWS, ETL, and database technologies.  The location flexibility and the remote option are favorable. However, he lacks experience with some technologies mentioned in the job description, especially in Big Data & Streaming.  His experience level is a slight mismatch, contributing to a lower score.  Overall, given his existing skills and learning agility, applying is recommended, with focus on highlighting his skills in relevant areas and showing eagerness to learn the missing ones (like Spark and Kafka).","['Apache Spark', 'Kafka', 'DBT', 'Databricks', 'Hadoop']",medium,Data Engineer,Photon,,1753027787.5840333,True,
68,37.0,10,15,6.0,good,"['SQL', 'Python', 'ETL Development', 'Data Modeling', 'PL/SQL']","['Informatica', 'SSIS', 'Apache Airflow', 'AWS S3', 'AWS Lambda', 'Kubernetes']","['Python', 'SQL', 'Bash', 'Apache Airflow', 'Jenkins', 'Great Expectations', 'PostgreSQL', 'MySQL', 'Oracle DB', 'AWS S3', 'AWS EC2', 'AWS Lambda', 'AWS CloudWatch', 'AWS Secrets Manager', 'GCP', 'REST APIs', 'JSON', 'XML', 'CI/CD Pipelines', 'Kubernetes', 'Informatica', 'SSIS', 'PL/SQL', 'DBT', 'Databricks', 'Spark', 'Kafka', 'Snowflake']",3-5 years,"Bengaluru, Pune, Mumbai, Kolkata, New Delhi, Hyderabad, Chennai",False,service,consider,"Kaustubh has a good foundation in data engineering, with strong skills in Python, SQL, AWS, and CI/CD.  However, the job posting requires 3+ years of experience, which is a significant mismatch. While his skills align well with many of the technologies listed (earning a decent technology score), the experience gap significantly reduces the overall score. The company is a service company, not a product company, which slightly lowers the score. The location is flexible, but the lack of remote-friendliness reduces the score. Despite some skill gaps (notably Informatica and SSIS proficiency requested, and a lack of Hadoop experience), his skills and learning agility are impressive.  Considering his skillset and learning abilities, it is reasonable to consider applying, but he should be aware that he is underqualified based on experience and might need to leverage his other skills to compensate in the interview. ","['Informatica', 'SSIS', 'Hadoop']",medium,Data Engineer,Nityo Infotech,,1753027796.4458325,True,
