total_score,technology_score,experience_score,company_score,role_score,match_level,required_skills,preferred_skills,technologies_mentioned,experience_requirement,location,remote_friendly,company_type,application_recommendation,reasoning,skill_gaps,growth_potential,job_title,company_name,job_url,processed_at,should_apply,fallback_used
30,12.0,10,5,3.0,poor,,,,,,,,avoid,Fallback scoring due to API error,,,Data Engineer,Beinex,,1753033080.1110818,False,True
30,12.0,10,5,3.0,poor,,,,,,,,avoid,Fallback scoring due to API error,,,Data Engineer,Wipro,,1753033084.137093,False,True
30,12.0,10,5,3.0,poor,,,,,,,,avoid,Fallback scoring due to API error,,,Data Engineer,Amakshar Technology,,1753033088.1327236,False,True
30,12.0,10,5,3.0,poor,,,,,,,,avoid,Fallback scoring due to API error,,,Data Engineer,database designdata modelingbigquerydesign principlesetlhivedata servicespython,,1753033092.1331096,False,True
35,14.0,10,5,3.5,poor,,,,,,,,avoid,Fallback scoring due to API error,,,Data Engineer – Python,Soul Ai,,1753033096.1727483,False,True
30,12.0,10,5,3.0,poor,,,,,,,,avoid,Fallback scoring due to API error,,,Data Engineers,Rearc,,1753033107.7526824,False,True
30,12.0,10,5,3.0,poor,,,,,,,,avoid,Fallback scoring due to API error,,,Data Engineer,Henson Group,,1753033111.687275,False,True
30,12.0,10,5,3.0,poor,,,,,,,,avoid,Fallback scoring due to API error,,,Data Engineer,Apex Group,,1753033115.7832804,False,True
30,12.0,10,5,3.0,poor,,,,,,,,avoid,Fallback scoring due to API error,,,Microsoft Fabric Data Engineer,Avisoft,,1753033119.68238,False,True
30,12.0,10,5,3.0,poor,,,,,,,,avoid,Fallback scoring due to API error,,,Data Engineer,Accenture,,1753033123.8448648,False,True
30,12.0,10,5,3.0,poor,,,,,,,,avoid,Fallback scoring due to API error,,,Data Engineer,Accenture,,1753033127.7123067,False,True
30,12.0,10,5,3.0,poor,,,,,,,,avoid,Fallback scoring due to API error,,,Data Engineer,Virtualware Innovations,,1753033131.70993,False,True
30,12.0,10,5,3.0,poor,,,,,,,,avoid,Fallback scoring due to API error,,,Data Engineer,CCS technologies,,1753033135.747843,False,True
30,12.0,10,5,3.0,poor,,,,,,,,avoid,Fallback scoring due to API error,,,Databricks Data Engineer,Upteam,,1753033139.7472548,False,True
30,12.0,10,5,3.0,poor,,,,,,,,avoid,Fallback scoring due to API error,,,Data Engineer,Accenture,,1753033143.7329535,False,True
